steps,success,collision,stuck,near_collision,min_clearance,episode_id,difficulty,body_margin,variant
51,1.0,0.0,0.0,1.0,-0.09846225380897522,hm3d_narrow_000113,normal,0.229,no_alignment
28,1.0,0.0,0.0,1.0,-0.07497444748878479,hm3d_narrow_000108,narrow,0.0539,no_alignment
33,1.0,0.0,0.0,1.0,-0.05027322471141815,hm3d_narrow_000109,normal,0.2586,no_alignment
105,1.0,0.0,0.0,1.0,-0.1119895875453949,hm3d_narrow_000110,normal,0.1979,no_alignment
33,1.0,0.0,0.0,1.0,-0.053077176213264465,hm3d_narrow_000125,narrow,0.0602,no_alignment
33,1.0,0.0,0.0,1.0,-0.10803750157356262,hm3d_narrow_000130,normal,0.1605,no_alignment
35,1.0,0.0,0.0,1.0,-0.12024056166410446,hm3d_narrow_000128,narrow,0.1434,no_alignment
72,1.0,0.0,0.0,1.0,-0.1109313890337944,hm3d_narrow_000124,narrow,0.1318,no_alignment
49,1.0,0.0,0.0,1.0,-0.06306798756122589,hm3d_narrow_000126,narrow,0.1236,no_alignment
56,1.0,0.0,0.0,1.0,-0.09622465819120407,hm3d_narrow_000127,narrow,0.0294,no_alignment
42,1.0,0.0,0.0,1.0,-0.08888616412878036,hm3d_narrow_000131,narrow,0.1439,no_alignment
44,1.0,0.0,0.0,1.0,-0.12448765337467194,hm3d_narrow_000129,narrow,0.1055,no_alignment
47,1.0,0.0,0.0,1.0,-0.06545103341341019,hm3d_narrow_000040,normal,0.1617,no_alignment
40,1.0,0.0,0.0,1.0,-0.09264209866523743,hm3d_narrow_000042,narrow,0.0426,no_alignment
55,1.0,0.0,0.0,1.0,-0.07669701427221298,hm3d_narrow_000047,normal,0.1521,no_alignment
54,1.0,0.0,0.0,1.0,-0.07994335144758224,hm3d_narrow_000041,wide,0.5214,no_alignment
56,1.0,0.0,0.0,1.0,-0.11284667253494263,hm3d_narrow_000046,narrow,0.0972,no_alignment
39,1.0,0.0,0.0,1.0,-0.0901348888874054,hm3d_narrow_000043,normal,0.2007,no_alignment
37,1.0,0.0,0.0,1.0,-0.06574789434671402,hm3d_narrow_000049,wide,0.5861,no_alignment
103,1.0,0.0,0.0,1.0,-0.0883275717496872,hm3d_narrow_000048,narrow,0.0935,no_alignment
42,1.0,0.0,0.0,1.0,-0.031061485409736633,hm3d_narrow_000045,normal,0.1651,no_alignment
37,1.0,0.0,0.0,1.0,-0.09796438366174698,hm3d_narrow_000044,narrow,0.0938,no_alignment
35,1.0,0.0,0.0,1.0,-0.06165347993373871,hm3d_narrow_000034,normal,0.3009,no_alignment
56,1.0,0.0,0.0,1.0,-0.021359069272875786,hm3d_narrow_000039,normal,0.2361,no_alignment
35,1.0,0.0,0.0,1.0,-0.08041007816791534,hm3d_narrow_000033,wide,0.6984,no_alignment
68,1.0,0.0,0.0,1.0,-0.05900830030441284,hm3d_narrow_000035,normal,0.1955,no_alignment
28,1.0,0.0,0.0,1.0,-0.05475226044654846,hm3d_narrow_000032,normal,0.3339,no_alignment
46,1.0,0.0,0.0,1.0,-0.08108474314212799,hm3d_narrow_000038,wide,0.4594,no_alignment
37,1.0,0.0,0.0,1.0,-0.04911378026008606,hm3d_narrow_000030,wide,0.6088,no_alignment
29,1.0,0.0,0.0,1.0,-0.03209541365504265,hm3d_narrow_000036,normal,0.1614,no_alignment
39,1.0,0.0,0.0,1.0,-0.013513092882931232,hm3d_narrow_000031,normal,0.294,no_alignment
62,1.0,0.0,0.0,1.0,-0.025857368484139442,hm3d_narrow_000037,narrow,0.1172,no_alignment
31,1.0,0.0,0.0,1.0,-0.09610725939273834,hm3d_narrow_000090,normal,0.2541,no_alignment
34,1.0,0.0,0.0,1.0,-0.13766592741012573,hm3d_narrow_000091,narrow,0.0294,no_alignment
51,1.0,0.0,0.0,1.0,-0.14632061123847961,hm3d_narrow_000148,narrow,0.0062,no_alignment
37,1.0,0.0,0.0,1.0,-0.10743659734725952,hm3d_narrow_000149,narrow,0.1142,no_alignment
41,1.0,0.0,0.0,1.0,-0.12794522941112518,hm3d_narrow_000144,narrow,0.0106,no_alignment
36,1.0,0.0,0.0,1.0,-0.12811845541000366,hm3d_narrow_000147,narrow,0.0475,no_alignment
29,1.0,0.0,0.0,1.0,-0.06395956128835678,hm3d_narrow_000146,narrow,0.1268,no_alignment
36,1.0,0.0,0.0,1.0,-0.05149790272116661,hm3d_narrow_000145,wide,0.4735,no_alignment
78,1.0,0.0,0.0,1.0,-0.05696004629135132,hm3d_narrow_000060,narrow,0.0862,no_alignment
119,1.0,0.0,0.0,1.0,-0.10627272725105286,hm3d_narrow_000062,narrow,0.1439,no_alignment
51,1.0,0.0,0.0,1.0,0.0038489927537739277,hm3d_narrow_000068,wide,0.9289,no_alignment
29,1.0,0.0,0.0,1.0,-0.030788030475378036,hm3d_narrow_000066,narrow,0.0726,no_alignment
42,1.0,0.0,0.0,1.0,-0.06824345141649246,hm3d_narrow_000063,normal,0.1913,no_alignment
107,1.0,0.0,0.0,1.0,-0.14057409763336182,hm3d_narrow_000065,normal,0.1642,no_alignment
85,1.0,0.0,0.0,1.0,-0.07562892138957977,hm3d_narrow_000061,wide,0.831,no_alignment
67,1.0,0.0,0.0,1.0,-0.05550846457481384,hm3d_narrow_000069,normal,0.2581,no_alignment
85,1.0,0.0,0.0,1.0,-0.07180208712816238,hm3d_narrow_000064,narrow,0.0729,no_alignment
51,1.0,0.0,0.0,1.0,-0.01109614223241806,hm3d_narrow_000067,wide,1.0308,no_alignment
35,1.0,0.0,0.0,1.0,-0.12092504650354385,hm3d_narrow_000137,narrow,0.1343,no_alignment
103,1.0,0.0,0.0,1.0,-0.11106735467910767,hm3d_narrow_000135,normal,0.1529,no_alignment
65,1.0,0.0,0.0,1.0,-0.07946446537971497,hm3d_narrow_000139,wide,0.5752,no_alignment
59,1.0,0.0,0.0,1.0,-0.13530278205871582,hm3d_narrow_000132,normal,0.2734,no_alignment
90,1.0,0.0,0.0,1.0,-0.0316876582801342,hm3d_narrow_000133,wide,0.4865,no_alignment
49,1.0,0.0,0.0,1.0,-0.07184327393770218,hm3d_narrow_000138,normal,0.3307,no_alignment
58,1.0,0.0,0.0,1.0,-0.04246560484170914,hm3d_narrow_000140,normal,0.3332,no_alignment
98,1.0,0.0,0.0,1.0,-0.07433317601680756,hm3d_narrow_000134,wide,0.7903,no_alignment
40,1.0,0.0,0.0,1.0,-0.10266237705945969,hm3d_narrow_000141,normal,0.2123,no_alignment
62,1.0,0.0,0.0,1.0,-0.10220218449831009,hm3d_narrow_000136,normal,0.3234,no_alignment
27,1.0,0.0,0.0,1.0,-0.03321794793009758,hm3d_narrow_000059,wide,0.7829,no_alignment
32,1.0,0.0,0.0,1.0,-0.10776863992214203,hm3d_narrow_000054,wide,0.4303,no_alignment
43,1.0,0.0,0.0,1.0,0.005152363795787096,hm3d_narrow_000056,wide,0.814,no_alignment
137,1.0,0.0,0.0,1.0,-0.09342009574174881,hm3d_narrow_000055,normal,0.2176,no_alignment
41,1.0,0.0,0.0,1.0,-0.10698875784873962,hm3d_narrow_000051,wide,0.446,no_alignment
30,1.0,0.0,0.0,1.0,-0.05800175294280052,hm3d_narrow_000057,narrow,0.0264,no_alignment
128,1.0,0.0,0.0,1.0,-0.10363446921110153,hm3d_narrow_000050,narrow,0.0709,no_alignment
103,1.0,0.0,0.0,1.0,-0.06863369792699814,hm3d_narrow_000053,narrow,0.0995,no_alignment
35,1.0,0.0,0.0,1.0,-0.049861617386341095,hm3d_narrow_000058,narrow,0.1435,no_alignment
92,1.0,0.0,0.0,1.0,-0.10912597924470901,hm3d_narrow_000052,narrow,0.1488,no_alignment
59,1.0,0.0,0.0,1.0,-0.08805080503225327,hm3d_narrow_000142,narrow,0.0299,no_alignment
50,1.0,0.0,0.0,1.0,-0.0984460785984993,hm3d_narrow_000143,narrow,0.0754,no_alignment
52,1.0,0.0,0.0,1.0,-0.11981144547462463,hm3d_narrow_000102,narrow,0.0089,no_alignment
125,1.0,0.0,0.0,1.0,-0.11350386589765549,hm3d_narrow_000101,normal,0.1565,no_alignment
103,1.0,0.0,0.0,1.0,-0.11476249247789383,hm3d_narrow_000103,narrow,0.0124,no_alignment
33,1.0,0.0,0.0,1.0,-0.10688676685094833,hm3d_narrow_000104,normal,0.1874,no_alignment
32,1.0,0.0,0.0,1.0,-0.14505046606063843,hm3d_narrow_000100,narrow,0.0182,no_alignment
