case,train_transitions,success_rate,collision_rate,avg_min_clearance,sr_asymmetric,sr_false_feasible,sr_l_shaped,sr_narrow_entry,sr_narrow_exit,sr_s_shaped,sr_straight
v2_bc,5179,0.5,0.475,0.6531,0.3333,0.0,0.0,0.5,0.875,0.0,0.7857
